ts,x,y,z
1651518308.060632, 0.0032613070216029882, -0.0016330503858625889, 0.0062403189949691296
1651518308.077394, 0.0032613070216029882, -0.0016330503858625889, 0.0062403189949691296
1651518308.094061, 0.004066647030413151, -0.0031321437563747168, 0.004205397795885801
1651518308.1107888, 0.007438741624355316, 0.002427737694233656, 0.007843275554478168
1651518308.127388, 0.004863198380917311, -0.0005547364708036184, 0.005234443116933107
1651518308.144082, 0.004863198380917311, -0.0005547364708036184, 0.005234443116933107
1651518308.160719, 0.0046421559527516365, -0.000716922979336232, 0.006676811259239912
1651518308.177135, 0.0021371867042034864, -0.0008191883680410683, 0.007108243182301521
1651518308.194128, 0.004713262431323528, -0.002585396869108081, 0.005633917171508074
1651518308.210812, 0.0034669029992073774, -0.002082591876387596, 0.004722849931567907
1651518308.2274098, 0.006322344299405813, 0.0013584784464910626, 0.0067636300809681416
1651518308.244144, 0.005021656397730112, 0.0002596582053229213, 0.0059540290385484695
1651518308.26072, 0.005646966863423586, -0.0032506543211638927, 0.005465073045343161
1651518308.277405, 0.0040765004232525826, -0.0028125643730163574, 0.004060255363583565
1651518308.294111, 0.005645102355629206, 0.00019041601626668125, 0.006358829792588949
1651518308.310724, 0.004612328484654427, -0.0006000102148391306, 0.00954157393425703
1651518308.327114, 0.0007832356495782733, -0.0021995047573000193, 0.006197708658874035
1651518308.344054, 0.002787530655041337, -0.003838414093479514, 0.006617689039558172
1651518308.360767, 0.004640824627131224, -0.0020208065398037434, 0.0057076867669820786
1651518308.3774219, 0.004803809802979231, -0.0010061422362923622, 0.006939132697880268
1651518308.3941422, 0.006916495505720377, -0.0018945727497339249, 0.006163619924336672
1651518308.4108028, 0.004471713677048683, -0.0022956449538469315, 0.0067604342475533485
1651518308.4274569, 0.0051598744466900826, 0.0009768474847078323, 0.00370072852820158
1651518308.444145, 0.002715625334531069, -0.0019108180422335863, 0.005082643125206232
1651518308.46081, 0.00310497940517962, -0.0024868599139153957, 0.0051987566985189915
1651518308.477422, 0.00691969133913517, -0.003388339886441827, 0.00621208967640996
1651518308.4930491, 0.002939597237855196, -0.0013411679537966847, 0.004621915984898806
1651518308.510724, 0.001443166984245181, -0.002603239845484495, 0.0041276332922279835
1651518308.526421, 0.006638195365667343, -0.0018823222490027547, 0.003230147995054722
1651518308.544076, 0.005013134330511093, -0.0034823494497686625, 0.004119910299777985
1651518308.560721, 0.006009955424815416, 0.00025779398856684566, 0.0067481836304068565
1651518308.577395, 0.004460262134671211, -0.0008940231637097895, 0.005143895745277405
1651518308.594084, 0.004460262134671211, -0.0008940231637097895, 0.005143895745277405
1651518308.6107569, 0.006381200160831213, -0.00159443449229002, 0.005780390929430723
1651518308.6264849, 0.005118861794471741, -0.0020655477419495583, 0.005357747431844473
1651518308.644079, 0.004299673717468977, -0.00058323226403445, 0.005351355765014887
1651518308.6608238, 0.004299673717468977, -0.00058323226403445, 0.005351355765014887
1651518308.677472, 0.004727909807115793, -0.0004857605672441423, 0.004546282347291708
1651518308.6940951, 0.0032711606472730637, -0.0022980417124927044, 0.00395692465826869
1651518308.710732, 0.004521514754742384, -0.0024794030468910933, 0.005828594323247671
1651518308.727402, 0.003451456781476736, -0.0017065536230802536, 0.004342017695307732
1651518308.743137, 0.0031073763966560364, -3.6751622246811166e-05, 0.007869641296565533
1651518308.760731, 0.003308977698907256, -0.002766491612419486, 0.004142014309763908
1651518308.777392, 0.006421413738280535, 0.00016831177345011383, 0.004676776938140392
1651518308.7940578, 0.002844256116077304, -0.002900448627769947, 0.005967345088720322
1651518308.810749, 0.0032386700622737408, -0.002570483135059476, 0.006330866366624832
1651518308.8271332, 0.0033401367254555225, -0.001555818715132773, 0.004535895772278309
1651518308.844049, 0.003120958572253585, -0.0028005801141262054, 0.004008590243756771
1651518308.860835, 0.0034884747583419085, -0.0010021475609391928, 0.00427091121673584
1651518308.877297, 0.002243713242933154, -0.0026517093647271395, 0.005519134923815727
1651518308.8940659, 0.004705273080617189, -0.0027691549621522427, 0.006715160794556141
1651518308.910768, 0.003424558788537979, -0.0028533106669783592, 0.005013400688767433
1651518308.927144, 0.0028360001742839813, -0.002002697205170989, 0.005233644042164087
1651518308.944072, 0.003961718175560236, -0.00023941817926242948, 0.00615190202370286
1651518308.960393, 0.005124720744788647, -0.0034011229872703552, 0.004538292996585369
1651518308.977229, 0.003477555699646473, -0.0013076120521873236, 0.005648564547300339
1651518308.994113, 0.005560946650803089, 0.0005017395596951246, 0.0070640346966683865
1651518309.010806, 0.003910053055733442, -0.000261788722127676, 0.004970257636159658
1651518309.027154, 0.004570250865072012, -0.003875964554026723, 0.0057433731853961945
1651518309.043891, 0.005763613153249025, -0.0007696535321883857, 0.005789978429675102
1651518309.060802, 0.0038719698786735535, -0.0019473034190014005, 0.005789978429675102
1651518309.0771298, 0.0037848844658583403, -0.00010998855577781796, 0.005330316722393036
1651518309.0940819, 0.002823217073455453, -0.0011147991754114628, 0.005877329967916012
1651518309.1107988, 0.002823217073455453, -0.0011147991754114628, 0.005877329967916012
1651518309.127479, 0.001704955706372857, 0.001270327833481133, 0.006196110509335995
1651518309.144141, 0.0036754286848008633, -0.0027563716284930706, 0.007795871235430241
1651518309.160802, 0.002832005498930812, -0.0026234800461679697, 0.0048855687491595745
1651518309.177477, 0.002832005498930812, -0.0026234800461679697, 0.0048855687491595745
1651518309.194068, 0.005322061013430357, -0.003227484878152609, 0.0059684100560843945
